tdate,SPX,TSX,FTSE,DAX,CAC,SMI,MIB,IBEX,OMX,AEX,NKY,AS51,HSI,SG
1989-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-07-10,0.0,0.016290995547250692,-0.016290995547250692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016290995547250692,0.016290995547250692,0.0,0.0
1989-07-11,0.0,0.018688371264961146,-0.018688371264961146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018688371264961146,0.018688371264961146,0.0,0.0
1989-07-12,0.0,0.018688371264961146,-0.018688371264961146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018688371264961146,0.018688371264961146,0.0,0.0
1989-07-13,0.0,0.018688371264961146,-0.018688371264961146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018688371264961146,0.018688371264961146,0.0,0.0
1989-07-14,0.0,0.018688371264961146,-0.018688371264961146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018688371264961146,0.018688371264961146,0.0,0.0
1989-07-17,0.0,0.018688371264961146,-0.018688371264961146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018688371264961146,0.018688371264961146,0.0,0.0
1989-07-18,0.0,0.02044635691956102,-0.02044635691956102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02044635691956102,0.02044635691956102,0.0,0.0
1989-07-19,0.0,0.02044635691956102,-0.02044635691956102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02044635691956102,0.02044635691956102,0.0,0.0
1989-07-20,0.0,0.02044635691956102,-0.02044635691956102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02044635691956102,0.02044635691956102,0.0,0.0
1989-07-21,0.0,0.02044635691956102,-0.02044635691956102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02044635691956102,0.02044635691956102,0.0,0.0
1989-07-24,0.0,0.02044635691956102,-0.02044635691956102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02044635691956102,0.02044635691956102,0.0,0.0
1989-07-25,0.0,0.02447787482492064,-0.02447787482492064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02447787482492064,0.02447787482492064,0.0,0.0
1989-07-26,0.0,0.02447787482492064,-0.02447787482492064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02447787482492064,0.02447787482492064,0.0,0.0
1989-07-27,0.0,0.02447787482492064,-0.02447787482492064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02447787482492064,0.02447787482492064,0.0,0.0
1989-07-28,0.0,0.02447787482492064,-0.02447787482492064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02447787482492064,0.02447787482492064,0.0,0.0
1989-07-31,0.0,0.023730774011990873,-0.023730774011990873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023730774011990873,-0.023730774011990873,0.0,0.0
1989-08-01,0.0,0.031804049326647515,-0.031804049326647515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031804049326647515,-0.031804049326647515,0.0,0.0
1989-08-02,0.0,0.031804049326647515,-0.031804049326647515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031804049326647515,-0.031804049326647515,0.0,0.0
1989-08-03,0.0,0.031804049326647515,-0.031804049326647515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031804049326647515,-0.031804049326647515,0.0,0.0
1989-08-04,0.0,0.031804049326647515,-0.031804049326647515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031804049326647515,-0.031804049326647515,0.0,0.0
1989-08-07,0.0,0.031804049326647515,-0.031804049326647515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031804049326647515,-0.031804049326647515,0.0,0.0
1989-08-08,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0
1989-08-09,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0
1989-08-10,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0
1989-08-11,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0
1989-08-14,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0
1989-08-15,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0
1989-08-16,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0
1989-08-17,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0
1989-08-18,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0
1989-08-21,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0
1989-08-22,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0
1989-08-23,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0
1989-08-24,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0
1989-08-25,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0
1989-08-28,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0
1989-08-29,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0
1989-08-30,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964259589133897,-0.0964259589133897,0.0,0.0
1989-08-31,0.09091359459704346,0.0,0.0,-0.09091359459704346,0.0,0.0,0.0,0.0,0.0,0.0,0.09091359459704346,-0.09091359459704346,0.0,0.0
1989-09-01,0.09091359459704346,0.0,0.0,-0.09091359459704346,0.0,0.0,0.0,0.0,0.0,0.0,0.09091359459704346,-0.09091359459704346,0.0,0.0
1989-09-04,0.09091359459704346,0.0,0.0,-0.09091359459704346,0.0,0.0,0.0,0.0,0.0,0.0,0.09091359459704346,-0.09091359459704346,0.0,0.0
1989-09-05,0.09091359459704346,0.0,0.0,-0.09091359459704346,0.0,0.0,0.0,0.0,0.0,0.0,0.09091359459704346,-0.09091359459704346,0.0,0.0
1989-09-06,0.09091359459704346,0.0,0.0,-0.09091359459704346,0.0,0.0,0.0,0.0,0.0,0.0,0.09091359459704346,-0.09091359459704346,0.0,0.0
1989-09-07,0.09091359459704346,0.0,0.0,-0.09091359459704346,0.0,0.0,0.0,0.0,0.0,0.0,0.09091359459704346,-0.09091359459704346,0.0,0.0
1989-09-08,0.09091359459704346,0.0,0.0,-0.09091359459704346,0.0,0.0,0.0,0.0,0.0,0.0,0.09091359459704346,-0.09091359459704346,0.0,0.0
1989-09-11,0.09091359459704346,0.0,0.0,-0.09091359459704346,0.0,0.0,0.0,0.0,0.0,0.0,0.09091359459704346,-0.09091359459704346,0.0,0.0
1989-09-12,0.09594699855020977,0.0,0.0,-0.09594699855020977,0.0,0.0,0.0,0.0,0.0,0.0,0.09594699855020977,-0.09594699855020977,0.0,0.0
1989-09-13,0.09594699855020977,0.0,0.0,-0.09594699855020977,0.0,0.0,0.0,0.0,0.0,0.0,0.09594699855020977,-0.09594699855020977,0.0,0.0
1989-09-14,0.09594699855020977,0.0,0.0,-0.09594699855020977,0.0,0.0,0.0,0.0,0.0,0.0,0.09594699855020977,-0.09594699855020977,0.0,0.0
1989-09-15,0.09594699855020977,0.0,0.0,-0.09594699855020977,0.0,0.0,0.0,0.0,0.0,0.0,0.09594699855020977,-0.09594699855020977,0.0,0.0
1989-09-18,0.09594699855020977,0.0,0.0,-0.09594699855020977,0.0,0.0,0.0,0.0,0.0,0.0,0.09594699855020977,-0.09594699855020977,0.0,0.0
1989-09-19,0.09594699855020977,0.0,0.0,-0.09594699855020977,0.0,0.0,0.0,0.0,0.0,0.0,0.09594699855020977,-0.09594699855020977,0.0,0.0
1989-09-20,0.09594699855020977,0.0,0.0,-0.09594699855020977,0.0,0.0,0.0,0.0,0.0,0.0,0.09594699855020977,-0.09594699855020977,0.0,0.0
1989-09-21,0.09594699855020977,0.0,0.0,-0.09594699855020977,0.0,0.0,0.0,0.0,0.0,0.0,0.09594699855020977,-0.09594699855020977,0.0,0.0
1989-09-22,0.09594699855020977,0.0,0.0,-0.09594699855020977,0.0,0.0,0.0,0.0,0.0,0.0,0.09594699855020977,-0.09594699855020977,0.0,0.0
1989-09-25,0.09594699855020977,0.0,0.0,-0.09594699855020977,0.0,0.0,0.0,0.0,0.0,0.0,0.09594699855020977,-0.09594699855020977,0.0,0.0
1989-09-26,0.09594699855020977,0.0,0.0,-0.09594699855020977,0.0,0.0,0.0,0.0,0.0,0.0,0.09594699855020977,-0.09594699855020977,0.0,0.0
1989-09-27,0.09594699855020977,0.0,0.0,-0.09594699855020977,0.0,0.0,0.0,0.0,0.0,0.0,0.09594699855020977,-0.09594699855020977,0.0,0.0
1989-09-28,0.09594699855020977,0.0,0.0,-0.09594699855020977,0.0,0.0,0.0,0.0,0.0,0.0,0.09594699855020977,-0.09594699855020977,0.0,0.0
1989-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-11-01,0.0752129532198446,0.0,0.0,-0.0752129532198446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752129532198446,0.0752129532198446,0.0,0.0
1989-11-02,0.0752129532198446,0.0,0.0,-0.0752129532198446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752129532198446,0.0752129532198446,0.0,0.0
1989-11-03,0.0752129532198446,0.0,0.0,-0.0752129532198446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752129532198446,0.0752129532198446,0.0,0.0
1989-11-06,0.0752129532198446,0.0,0.0,-0.0752129532198446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752129532198446,0.0752129532198446,0.0,0.0
1989-11-07,0.0752129532198446,0.0,0.0,-0.0752129532198446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752129532198446,0.0752129532198446,0.0,0.0
1989-11-08,0.0752129532198446,0.0,0.0,-0.0752129532198446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752129532198446,0.0752129532198446,0.0,0.0
1989-11-09,0.0752129532198446,0.0,0.0,-0.0752129532198446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752129532198446,0.0752129532198446,0.0,0.0
1989-11-10,0.0752129532198446,0.0,0.0,-0.0752129532198446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752129532198446,0.0752129532198446,0.0,0.0
1989-11-13,0.0752129532198446,0.0,0.0,-0.0752129532198446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752129532198446,0.0752129532198446,0.0,0.0
1989-11-14,0.0752129532198446,0.0,0.0,-0.0752129532198446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752129532198446,0.0752129532198446,0.0,0.0
1989-11-15,0.0752129532198446,0.0,0.0,-0.0752129532198446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752129532198446,0.0752129532198446,0.0,0.0
1989-11-16,0.0752129532198446,0.0,0.0,-0.0752129532198446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752129532198446,0.0752129532198446,0.0,0.0
1989-11-17,0.0752129532198446,0.0,0.0,-0.0752129532198446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752129532198446,0.0752129532198446,0.0,0.0
1989-11-20,0.0752129532198446,0.0,0.0,-0.0752129532198446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752129532198446,0.0752129532198446,0.0,0.0
1989-11-21,0.0752129532198446,0.0,0.0,-0.0752129532198446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752129532198446,0.0752129532198446,0.0,0.0
1989-11-22,0.0752129532198446,0.0,0.0,-0.0752129532198446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752129532198446,0.0752129532198446,0.0,0.0
1989-11-23,0.0752129532198446,0.0,0.0,-0.0752129532198446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752129532198446,0.0752129532198446,0.0,0.0
1989-11-24,0.0752129532198446,0.0,0.0,-0.0752129532198446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752129532198446,0.0752129532198446,0.0,0.0
1989-11-27,0.0752129532198446,0.0,0.0,-0.0752129532198446,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752129532198446,0.0752129532198446,0.0,0.0
1989-11-28,0.08068049528468066,0.0,0.0,-0.08068049528468066,0.0,0.0,0.0,0.0,0.0,0.0,-0.08068049528468066,0.08068049528468066,0.0,0.0
1989-11-29,0.08068049528468066,0.0,0.0,-0.08068049528468066,0.0,0.0,0.0,0.0,0.0,0.0,-0.08068049528468066,0.08068049528468066,0.0,0.0
1989-11-30,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-01,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-04,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-05,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-06,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-07,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-08,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-11,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-12,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-13,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-14,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-15,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-18,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-19,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-20,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-21,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-22,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-25,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-26,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-27,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-28,0.1065581580725749,0.0,-0.1065581580725749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065581580725749,0.1065581580725749,0.0,0.0
1989-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-02-01,0.07344399532550899,0.0,-0.07344399532550899,-0.07344399532550899,0.07344399532550899,0.0,0.0,0.0,0.0,0.0,-0.07344399532550899,0.07344399532550899,0.0,0.0
1990-02-02,0.07344399532550899,0.0,-0.07344399532550899,-0.07344399532550899,0.07344399532550899,0.0,0.0,0.0,0.0,0.0,-0.07344399532550899,0.07344399532550899,0.0,0.0
1990-02-05,0.07344399532550899,0.0,-0.07344399532550899,-0.07344399532550899,0.07344399532550899,0.0,0.0,0.0,0.0,0.0,-0.07344399532550899,0.07344399532550899,0.0,0.0
1990-02-06,0.07344399532550899,0.0,-0.07344399532550899,-0.07344399532550899,0.07344399532550899,0.0,0.0,0.0,0.0,0.0,-0.07344399532550899,0.07344399532550899,0.0,0.0
1990-02-07,0.07344399532550899,0.0,-0.07344399532550899,-0.07344399532550899,0.07344399532550899,0.0,0.0,0.0,0.0,0.0,-0.07344399532550899,0.07344399532550899,0.0,0.0
1990-02-08,0.07344399532550899,0.0,-0.07344399532550899,-0.07344399532550899,0.07344399532550899,0.0,0.0,0.0,0.0,0.0,-0.07344399532550899,0.07344399532550899,0.0,0.0
1990-02-09,0.07344399532550899,0.0,-0.07344399532550899,-0.07344399532550899,0.07344399532550899,0.0,0.0,0.0,0.0,0.0,-0.07344399532550899,0.07344399532550899,0.0,0.0
1990-02-12,0.07344399532550899,0.0,-0.07344399532550899,-0.07344399532550899,0.07344399532550899,0.0,0.0,0.0,0.0,0.0,-0.07344399532550899,0.07344399532550899,0.0,0.0
